0.00000	0.00000
0.00125	0.02500
0.00250	0.04998
0.00375	0.07493
0.00500	0.09983
0.00625	0.12467
0.00750	0.14944
0.00875	0.17411
0.01000	0.19867
0.01125	0.22311
0.01250	0.24740
0.01375	0.27155
0.01500	0.29552
0.01625	0.31931
0.01750	0.34290
0.01875	0.36627
0.02000	0.38942
0.02125	0.41232
0.02250	0.43497
0.02375	0.45734
0.02500	0.47943
0.02625	0.50121
0.02750	0.52269
0.02875	0.54383
0.03000	0.56464
0.03125	0.58510
0.03250	0.60519
0.03375	0.62490
0.03500	0.64422
0.03625	0.66314
0.03750	0.68164
0.03875	0.69972
0.04000	0.71736
0.04125	0.73455
0.04250	0.75128
0.04375	0.76754
0.04500	0.78333
0.04625	0.79862
0.04750	0.81342
0.04875	0.82770
0.05000	0.84147
0.05125	0.85471
0.05250	0.86742
0.05375	0.87959
0.05500	0.89121
0.05625	0.90227
0.05750	0.91276
0.05875	0.92269
0.06000	0.93204
0.06125	0.94081
0.06250	0.94898
0.06375	0.95657
0.06500	0.96356
0.06625	0.96994
0.06750	0.97572
0.06875	0.98089
0.07000	0.98545
0.07125	0.98939
0.07250	0.99271
0.07375	0.99542
0.07500	0.99749
0.07625	0.99895
0.07750	0.99978
0.07875	0.99999
0.08000	0.99957
0.08125	0.99853
0.08250	0.99687
0.08375	0.99458
0.08500	0.99166
0.08625	0.98813
0.08750	0.98399
0.08875	0.97922
0.09000	0.97385
0.09125	0.96786
0.09250	0.96128
0.09375	0.95409
0.09500	0.94630
0.09625	0.93792
0.09750	0.92896
0.09875	0.91942
0.10000	0.90930
0.10125	0.89861
0.10250	0.88736
0.10375	0.87556
0.10500	0.86321
0.10625	0.85032
0.10750	0.83690
0.10875	0.82295
0.11000	0.80850
0.11125	0.79353
0.11250	0.77807
0.11375	0.76213
0.11500	0.74571
0.11625	0.72882
0.11750	0.71147
0.11875	0.69369
0.12000	0.67546
0.12125	0.65682
0.12250	0.63776
0.12375	0.61831
0.12500	0.59847
0.12625	0.57826
0.12750	0.55768
0.12875	0.53676
0.13000	0.51550
0.13125	0.49392
0.13250	0.47203
0.13375	0.44985
0.13500	0.42738
0.13625	0.40465
0.13750	0.38166
0.13875	0.35844
0.14000	0.33499
0.14125	0.31133
0.14250	0.28748
0.14375	0.26345
0.14500	0.23925
0.14625	0.21490
0.14750	0.19042
0.14875	0.16582
0.15000	0.14112
0.15125	0.11633
0.15250	0.09146
0.15375	0.06654
0.15500	0.04158
0.15625	0.01659
0.15750	-0.00841
0.15875	-0.03340
0.16000	-0.05837
0.16125	-0.08331
0.16250	-0.10820
0.16375	-0.13301
0.16500	-0.15775
0.16625	-0.18238
0.16750	-0.20690
0.16875	-0.23129
0.17000	-0.25554
0.17125	-0.27963
0.17250	-0.30354
0.17375	-0.32726
0.17500	-0.35078
0.17625	-0.37408
0.17750	-0.39715
0.17875	-0.41997
0.18000	-0.44252
0.18125	-0.46480
0.18250	-0.48679
0.18375	-0.50847
0.18500	-0.52984
0.18625	-0.55087
0.18750	-0.57156
0.18875	-0.59189
0.19000	-0.61186
0.19125	-0.63144
0.19250	-0.65063
0.19375	-0.66940
0.19500	-0.68777
0.19625	-0.70570
0.19750	-0.72319
0.19875	-0.74023
0.20000	-0.75680
0.20125	-0.77291
0.20250	-0.78853
0.20375	-0.80365
0.20500	-0.81828
0.20625	-0.83239
0.20750	-0.84598
0.20875	-0.85905
0.21000	-0.87158
0.21125	-0.88356
0.21250	-0.89499
0.21375	-0.90586
0.21500	-0.91617
0.21625	-0.92590
0.21750	-0.93505
0.21875	-0.94362
0.22000	-0.95160
0.22125	-0.95899
0.22250	-0.96577
0.22375	-0.97196
0.22500	-0.97753
0.22625	-0.98249
0.22750	-0.98684
0.22875	-0.99058
0.23000	-0.99369
0.23125	-0.99618
0.23250	-0.99805
0.23375	-0.99930
0.23500	-0.99992
0.23625	-0.99992
0.23750	-0.99929
0.23875	-0.99804
0.24000	-0.99616
0.24125	-0.99367
0.24250	-0.99055
0.24375	-0.98681
0.24500	-0.98245
0.24625	-0.97748
0.24750	-0.97190
0.24875	-0.96572
0.25000	-0.95892
0.25125	-0.95153
0.25250	-0.94355
0.25375	-0.93497
0.25500	-0.92581
0.25625	-0.91608
0.25750	-0.90577
0.25875	-0.89489
0.26000	-0.88345
0.26125	-0.87147
0.26250	-0.85893
0.26375	-0.84587
0.26500	-0.83227
0.26625	-0.81815
0.26750	-0.80352
0.26875	-0.78839
0.27000	-0.77276
0.27125	-0.75666
0.27250	-0.74008
0.27375	-0.72303
0.27500	-0.70554
0.27625	-0.68760
0.27750	-0.66924
0.27875	-0.65046
0.28000	-0.63127
0.28125	-0.61168
0.28250	-0.59172
0.28375	-0.57138
0.28500	-0.55069
0.28625	-0.52965
0.28750	-0.50828
0.28875	-0.48659
0.29000	-0.46460
0.29125	-0.44232
0.29250	-0.41976
0.29375	-0.39694
0.29500	-0.37388
0.29625	-0.35058
0.29750	-0.32705
0.29875	-0.30333
0.30000	-0.27942
0.30125	-0.25533
0.30250	-0.23108
0.30375	-0.20668
0.30500	-0.18216
0.30625	-0.15753
0.30750	-0.13279
0.30875	-0.10797
0.31000	-0.08309
0.31125	-0.05815
0.31250	-0.03318
0.31375	-0.00819
0.31500	0.01681
0.31625	0.04180
0.31750	0.06676
0.31875	0.09169
0.32000	0.11655
0.32125	0.14134
0.32250	0.16604
0.32375	0.19064
0.32500	0.21512
0.32625	0.23946
0.32750	0.26366
0.32875	0.28769
0.33000	0.31154
0.33125	0.33520
0.33250	0.35864
0.33375	0.38187
0.33500	0.40485
0.33625	0.42758
0.33750	0.45004
0.33875	0.47223
0.34000	0.49411
0.34125	0.51569
0.34250	0.53695
0.34375	0.55787
0.34500	0.57844
0.34625	0.59865
0.34750	0.61849
0.34875	0.63794
0.35000	0.65699
0.35125	0.67563
0.35250	0.69384
0.35375	0.71163
0.35500	0.72897
0.35625	0.74585
0.35750	0.76227
0.35875	0.77821
0.36000	0.79367
0.36125	0.80863
0.36250	0.82308
0.36375	0.83702
0.36500	0.85044
0.36625	0.86332
0.36750	0.87567
0.36875	0.88746
0.37000	0.89871
0.37125	0.90939
0.37250	0.91950
0.37375	0.92904
0.37500	0.93800
0.37625	0.94637
0.37750	0.95415
0.37875	0.96134
0.38000	0.96792
0.38125	0.97390
0.38250	0.97927
0.38375	0.98403
0.38500	0.98817
0.38625	0.99169
0.38750	0.99460
0.38875	0.99688
0.39000	0.99854
0.39125	0.99958
0.39250	0.99999
0.39375	0.99978
0.39500	0.99894
0.39625	0.99748
0.39750	0.99539
0.39875	0.99269
0.40000	0.98936
0.40125	0.98541
0.40250	0.98085
0.40375	0.97567
0.40500	0.96989
0.40625	0.96350
0.40750	0.95651
0.40875	0.94891
0.41000	0.94073
0.41125	0.93196
0.41250	0.92260
0.41375	0.91267
0.41500	0.90217
0.41625	0.89111
0.41750	0.87948
0.41875	0.86731
0.42000	0.85460
0.42125	0.84135
0.42250	0.82758
0.42375	0.81329
0.42500	0.79849
0.42625	0.78319
0.42750	0.76740
0.42875	0.75113
0.43000	0.73440
0.43125	0.71720
